Image	Object ID	Object type	Name	Classification	Parent	ROI	Centroid X px	Centroid Y px
ThinONL1.png	ab05eaca-415e-4e8b-b22c-a41552ed046b	Detection			ThinONL1	Ellipse	1437.5	164.5
ThinONL1.png	5ce460be-2866-4c87-a93b-b78651826842	Detection			ThinONL1	Ellipse	1412.5	164.5
ThinONL1.png	df25ab77-cd6a-4ee9-aab7-b63a5e58028c	Detection			ThinONL1	Ellipse	1388.5	164.5
ThinONL1.png	1348c30b-d8dd-4d85-9d6f-b605e26c6536	Detection			ThinONL1	Ellipse	1486.5	163.5
ThinONL1.png	c6a7d3f3-e826-4084-abed-7aa655738614	Detection			ThinONL1	Ellipse	1256.5	162.5
ThinONL1.png	970f20fc-4076-4023-9efe-e99ab9306c56	Detection			ThinONL1	Ellipse	1184.5	161.5
ThinONL1.png	8da40512-4a6d-434b-be3a-d53491190387	Detection			ThinONL1	Ellipse	1028.5	161.5
ThinONL1.png	3f8eb4a0-c03d-4411-93b6-091a8fa444e2	Detection			ThinONL1	Ellipse	1325.5	160.5
ThinONL1.png	51beb3c1-73a8-4636-b831-aed9cf699786	Detection			ThinONL1	Ellipse	966.5	160.5
ThinONL1.png	79fff454-66b0-449f-a8ad-a3b5c6e45b93	Detection			ThinONL1	Ellipse	1423.5	159.5
ThinONL1.png	cf6a861d-2dc1-414c-b318-5ec1a1567814	Detection			ThinONL1	Ellipse	1240.5	159.5
ThinONL1.png	98906f2c-dd6e-4c26-a65a-2a6a15e54dca	Detection			ThinONL1	Ellipse	1222.5	159.5
ThinONL1.png	b936dfee-8ac2-430c-b260-a25423318054	Detection			ThinONL1	Ellipse	1453.5	156.5
ThinONL1.png	ce59d62c-581b-477f-8cd2-8a4d0a884856	Detection			ThinONL1	Ellipse	1309.5	156.5
ThinONL1.png	9e7f3bb6-fe93-4a4f-9f35-d7b0b23f36b3	Detection			ThinONL1	Ellipse	1277.5	156.5
ThinONL1.png	4743b710-54ae-4434-aa01-2635bb3cd818	Detection			ThinONL1	Ellipse	1108.5	155.5
ThinONL1.png	95be0551-36e9-44c2-bc67-105fbc9912c3	Detection			ThinONL1	Ellipse	1291.5	154.5
ThinONL1.png	05f618c9-d77b-4b74-8ecb-62bad96b21dc	Detection			ThinONL1	Ellipse	3276.5	291.5
ThinONL1.png	e86a5f56-22f5-46d4-9ac0-db3e074fef68	Detection			ThinONL1	Ellipse	3196.5	288.5
ThinONL1.png	8ec62e71-8d8f-4383-8a7f-89005bec3d5a	Detection			ThinONL1	Ellipse	3146.5	286.5
ThinONL1.png	53a855b8-256e-43c7-8e69-3e536a6573ab	Detection			ThinONL1	Ellipse	2447.5	285.5
ThinONL1.png	79001205-62ca-467a-8909-ca7bf2d5f2d4	Detection			ThinONL1	Ellipse	3127.5	283.5
ThinONL1.png	06908d25-90d8-43c8-afba-31b52ec45b73	Detection			ThinONL1	Ellipse	3293.5	282.5
ThinONL1.png	2f6129c5-9fe4-4682-b37a-ade069656c89	Detection			ThinONL1	Ellipse	2577.5	281.5
ThinONL1.png	71eaf445-1123-442c-bced-b16ab7426883	Detection			ThinONL1	Ellipse	3278.5	280.5
ThinONL1.png	4e484098-5dc4-4a78-8d8c-f551aff07e25	Detection			ThinONL1	Ellipse	2555.5	280.5
ThinONL1.png	5c054ffc-600e-43e9-9d56-84a86d2aea5f	Detection			ThinONL1	Ellipse	3362.5	279.5
ThinONL1.png	daa34a59-910e-490c-bafc-e327484a67d0	Detection			ThinONL1	Ellipse	3238.5	278.5
ThinONL1.png	44b7e00f-6b72-4c80-b8a9-1e8885c08bbf	Detection			ThinONL1	Ellipse	3217.5	278.5
ThinONL1.png	8a1c16b4-0a3e-4e88-9237-616d1f370576	Detection			ThinONL1	Ellipse	2464.5	278.5
ThinONL1.png	47a508cb-7cf1-485a-b7de-b7b6149aaf80	Detection			ThinONL1	Ellipse	3338.5	277.5
ThinONL1.png	aa42f258-364b-47ad-820c-29a8d9417381	Detection			ThinONL1	Ellipse	2885.5	277.5
ThinONL1.png	ba6642c9-b174-4e40-acdd-9829164f06f6	Detection			ThinONL1	Ellipse	2595.5	277.5
ThinONL1.png	f81dd630-1b64-4e53-a490-f3d2dd33b192	Detection			ThinONL1	Ellipse	2427.5	277.5
ThinONL1.png	11809c9f-f238-4471-a7f3-75cd9c960113	Detection			ThinONL1	Ellipse	2312.5	277.5
ThinONL1.png	1adf1e51-14cf-4230-958b-ccb08fbb0bb2	Detection			ThinONL1	Ellipse	2554.5	276.5
ThinONL1.png	ca8e8ce6-e3d3-4957-82ad-818c549016d4	Detection			ThinONL1	Ellipse	2536.5	276.5
ThinONL1.png	0c602780-bf14-4a43-a605-09a315476416	Detection			ThinONL1	Ellipse	3249.5	275.5
ThinONL1.png	850b1de1-6fc8-4634-a239-6009a2d17e38	Detection			ThinONL1	Ellipse	3159.5	275.5
ThinONL1.png	a660e279-3012-4c0c-99df-365c70ad17e4	Detection			ThinONL1	Ellipse	2784.5	275.5
ThinONL1.png	e21b757a-488a-430d-84b0-b738110f91ea	Detection			ThinONL1	Ellipse	2356.5	275.5
ThinONL1.png	8f6c5a60-a76e-4b63-9384-96ecb76aa84c	Detection			ThinONL1	Ellipse	3391.5	274.5
ThinONL1.png	700491eb-937c-4eb9-a0e7-7b26912c4c5e	Detection			ThinONL1	Ellipse	3189.5	274.5
ThinONL1.png	e5b8f9c4-4a0a-4686-96ff-f47de9d81429	Detection			ThinONL1	Ellipse	2656.5	274.5
ThinONL1.png	7667c92b-6aa4-4b77-81c6-bcc8d211ca1f	Detection			ThinONL1	Ellipse	2378.5	274.5
ThinONL1.png	42b8a70c-26e2-4a8a-ad40-37fc4e60c5ab	Detection			ThinONL1	Ellipse	2338.5	274.5
ThinONL1.png	9427fef3-ee8c-406e-8209-d2f379b29d21	Detection			ThinONL1	Ellipse	2904.5	273.5
ThinONL1.png	020944be-c933-4e5c-a044-3a9458731874	Detection			ThinONL1	Ellipse	2798.5	273.5
ThinONL1.png	9054a231-0cc5-4294-871b-f3c22e1ee134	Detection			ThinONL1	Ellipse	3377.5	272.5
ThinONL1.png	c5aa11f2-cf55-4b40-9287-5d7385e73172	Detection			ThinONL1	Ellipse	3264.5	272.5
ThinONL1.png	c1c19005-fa58-4363-9e68-92c5533db263	Detection			ThinONL1	Ellipse	3158.5	272.5
ThinONL1.png	8f6ad0cd-359d-4d36-bead-0045a1e09fd8	Detection			ThinONL1	Ellipse	3149.5	271.5
ThinONL1.png	7f91151e-f6a8-4eeb-b3ca-f018d39adc71	Detection			ThinONL1	Ellipse	2869.5	271.5
ThinONL1.png	cb61c721-c118-41e1-8ab0-b497d42dd940	Detection			ThinONL1	Ellipse	2837.5	271.5
ThinONL1.png	4c7c9670-5841-4374-814b-2ee240bdc688	Detection			ThinONL1	Ellipse	2687.5	271.5
ThinONL1.png	fd3a4352-af08-4103-bfd5-0ebac94e40af	Detection			ThinONL1	Ellipse	3409.5	270.5
ThinONL1.png	ccdc7b62-9cb8-4cf9-abaf-ffd03345bf8a	Detection			ThinONL1	Ellipse	3331.5	270.5
ThinONL1.png	59b814c4-ee54-417d-a833-92102008c481	Detection			ThinONL1	Ellipse	3308.5	269.5
ThinONL1.png	b5fb658b-ed01-4023-a9bd-7f65c5216b9f	Detection			ThinONL1	Ellipse	3283.5	269.5
ThinONL1.png	f6251603-d254-44ff-b228-eed6499777ef	Detection			ThinONL1	Ellipse	3094.5	269.5
ThinONL1.png	93c928a8-711f-475b-87b5-7d0f0af7a7ae	Detection			ThinONL1	Ellipse	2630.5	269.5
ThinONL1.png	1b01ad08-fcac-40c7-92fc-0ae2ae54365d	Detection			ThinONL1	Ellipse	2476.5	269.5
ThinONL1.png	2c3052e2-a5e5-41f5-b43d-486534d14773	Detection			ThinONL1	Ellipse	2403.5	269.5
ThinONL1.png	2278f144-3910-4555-9444-dfa85417b02d	Detection			ThinONL1	Ellipse	2744.5	268.5
ThinONL1.png	aaea4c9c-b5f2-441a-8bb2-550556b37b49	Detection			ThinONL1	Ellipse	2444.5	268.5
ThinONL1.png	1b0c6aa3-1d96-484b-95de-4a601a9dbc5f	Detection			ThinONL1	Ellipse	2944.5	267.5
ThinONL1.png	f8701f73-7ad2-444e-b192-3560d5a3633d	Detection			ThinONL1	Ellipse	2707.5	267.5
ThinONL1.png	cd0b8bed-b3ea-43ed-b141-ba0db6ca5c09	Detection			ThinONL1	Ellipse	2522.5	267.5
ThinONL1.png	b810cadb-9f4f-4285-bcd8-826fab722bed	Detection			ThinONL1	Ellipse	3417.5	266.5
ThinONL1.png	91dd886b-f3e7-47ba-a792-a3fdcad448ce	Detection			ThinONL1	Ellipse	3110.5	266.5
ThinONL1.png	b1ad8cda-cf31-4829-845a-8fa58c0f4640	Detection			ThinONL1	Ellipse	2930.5	266.5
ThinONL1.png	78d3865d-d643-4809-9cd0-12e01a6c8ed2	Detection			ThinONL1	Ellipse	2566.5	266.5
ThinONL1.png	e380f3e5-fa21-4b24-a665-fea8cd788402	Detection			ThinONL1	Ellipse	2299.5	266.5
ThinONL1.png	54752058-bba7-48ef-9d10-33f3591f8308	Detection			ThinONL1	Ellipse	3556.5	265.5
ThinONL1.png	5b685835-a8bc-4e17-8f15-afe3e4b4ba35	Detection			ThinONL1	Ellipse	3050.5	265.5
ThinONL1.png	63b331c8-b289-4d6f-a5e2-b167ded6bf97	Detection			ThinONL1	Ellipse	2501.5	265.5
ThinONL1.png	0b53c49c-56d3-436c-8c63-d701e77c7843	Detection			ThinONL1	Ellipse	3493.5	264.5
ThinONL1.png	5db91e5a-6cc6-4c6b-9911-4440916ae47d	Detection			ThinONL1	Ellipse	3380.5	264.5
ThinONL1.png	91ef9b89-0502-4b06-ad00-942621325bce	Detection			ThinONL1	Ellipse	3111.5	264.5
ThinONL1.png	5b1531f1-bf68-4eb8-97a3-7040ec70d455	Detection			ThinONL1	Ellipse	3053.5	264.5
ThinONL1.png	28286f24-8a56-4e3d-a6bf-ed5c56812201	Detection			ThinONL1	Ellipse	2892.5	264.5
ThinONL1.png	2aee1e8e-4f2c-44c6-975e-4cdfde7bb502	Detection			ThinONL1	Ellipse	2827.5	264.5
ThinONL1.png	6896ce07-ad69-4aae-8686-4a90546695a6	Detection			ThinONL1	Ellipse	2543.5	264.5
ThinONL1.png	9f9035b9-4fd2-4d2d-928b-446ef89d9edb	Detection			ThinONL1	Ellipse	2414.5	264.5
ThinONL1.png	58f6cb26-c1b5-44be-88da-d18b7c282def	Detection			ThinONL1	Ellipse	3127.5	263.5
ThinONL1.png	329ac6b1-c303-4684-98db-1b5d21e59fb3	Detection			ThinONL1	Ellipse	3079.5	263.5
ThinONL1.png	4763941f-c391-4003-920f-581d63e6e437	Detection			ThinONL1	Ellipse	2586.5	263.5
ThinONL1.png	b05763e5-0e69-4f85-95b6-146beb0178bb	Detection			ThinONL1	Ellipse	3538.5	262.5
ThinONL1.png	63dda406-9a33-4154-9e1b-085c6fcdb6bc	Detection			ThinONL1	Ellipse	2860.5	262.5
ThinONL1.png	fb18c5c4-497d-4cbb-b1c5-ed76f606cb91	Detection			ThinONL1	Ellipse	2668.5	262.5
ThinONL1.png	eaa573b0-98ea-41e5-b6d3-9a7df88ccde0	Detection			ThinONL1	Ellipse	2428.5	262.5
ThinONL1.png	2a797eee-5b4e-46de-95b8-739d574f7da2	Detection			ThinONL1	Ellipse	2325.5	262.5
ThinONL1.png	cadf3127-32c1-49bc-a14a-95b2ee0bb97a	Detection			ThinONL1	Ellipse	2282.5	262.5
ThinONL1.png	3c9c131d-a8bb-4367-850f-762c0345064a	Detection			ThinONL1	Ellipse	3648.5	261.5
ThinONL1.png	da8db189-ca44-4b58-9a96-78cb2436d6f5	Detection			ThinONL1	Ellipse	3112.5	261.5
ThinONL1.png	ccc1a77b-0ae4-4f0d-9f2e-bc8cd9af3cab	Detection			ThinONL1	Ellipse	2956.5	261.5
ThinONL1.png	f8c22d43-02db-4303-9718-d110f531cc02	Detection			ThinONL1	Ellipse	2773.5	261.5
ThinONL1.png	0b849963-8a83-46c5-994f-fc0a40d4ce4e	Detection			ThinONL1	Ellipse	3436.5	260.5
ThinONL1.png	2edd06a1-c3a8-4287-a07c-1c6f15f8a4ff	Detection			ThinONL1	Ellipse	3368.5	260.5
ThinONL1.png	446ee9c9-987a-41be-b9c3-7f64402ed065	Detection			ThinONL1	Ellipse	3225.5	260.5
ThinONL1.png	f11c6cfa-42d9-46f0-bd2c-b5b496ededb5	Detection			ThinONL1	Ellipse	3202.5	260.5
ThinONL1.png	2fda9f1f-1bb5-4b54-80ba-6ad2d25eca46	Detection			ThinONL1	Ellipse	2729.5	260.5
ThinONL1.png	3644ac8d-b13d-43b5-b529-87a06b08364d	Detection			ThinONL1	Ellipse	2630.5	260.5
ThinONL1.png	5d04366f-e80d-44be-a2c4-212002cce7b6	Detection			ThinONL1	Ellipse	2618.5	260.5
ThinONL1.png	694f0986-3f61-4f28-93db-39edfeccecb7	Detection			ThinONL1	Ellipse	3596.5	258.5
ThinONL1.png	7eebc6e5-fdb8-4cd4-9ff7-ba27400cfc77	Detection			ThinONL1	Ellipse	3570.5	258.5
ThinONL1.png	942fbfe4-1233-45b7-84fe-97b6b0f291f4	Detection			ThinONL1	Ellipse	3347.5	258.5
ThinONL1.png	906858e7-4e97-4394-a1ea-92c29e069d68	Detection			ThinONL1	Ellipse	2204.5	258.5
ThinONL1.png	1a090edf-fb7e-4604-ba78-91971f8ddab1	Detection			ThinONL1	Ellipse	3465.5	257.5
ThinONL1.png	78bbbeec-90d5-4ca8-9964-1a59f3b87e49	Detection			ThinONL1	Ellipse	3325.5	257.5
ThinONL1.png	fea2e3ce-38ac-4b48-ac83-61613b37695c	Detection			ThinONL1	Ellipse	3264.5	257.5
ThinONL1.png	de232660-c809-4d45-8cee-260452959ee7	Detection			ThinONL1	Ellipse	3241.5	257.5
ThinONL1.png	da1f7397-fcc6-45cb-b5ec-cd6f5de77d9c	Detection			ThinONL1	Ellipse	3186.5	257.5
ThinONL1.png	0bdfd746-6734-41a9-a2cd-a6123a831cec	Detection			ThinONL1	Ellipse	3142.5	257.5
ThinONL1.png	6f29631a-ba11-4c07-add1-656f10130a78	Detection			ThinONL1	Ellipse	3070.5	257.5
ThinONL1.png	735e298c-0142-408b-b1ee-1512e243663d	Detection			ThinONL1	Ellipse	3008.5	257.5
ThinONL1.png	280229f7-6f09-4552-b1e4-57413b39ad6c	Detection			ThinONL1	Ellipse	2965.5	257.5
ThinONL1.png	759be082-81ba-4a95-9d51-581b56c41294	Detection			ThinONL1	Ellipse	2916.5	257.5
ThinONL1.png	bde19ecb-ffc5-42d6-8ab9-286ac1e2c88c	Detection			ThinONL1	Ellipse	2660.5	257.5
ThinONL1.png	1eef78b0-0899-440b-90b7-d42ca13f1945	Detection			ThinONL1	Ellipse	2400.5	257.5
ThinONL1.png	87e33587-8dda-46d9-95cf-9960644afbce	Detection			ThinONL1	Ellipse	3612.5	256.5
ThinONL1.png	bdb75587-d799-43aa-a21e-6456df7f469d	Detection			ThinONL1	Ellipse	3528.5	255.5
ThinONL1.png	2709e516-b0c7-446c-8116-06a58fb19856	Detection			ThinONL1	Ellipse	3511.5	255.5
ThinONL1.png	be8ecaf3-bc18-402e-9d80-b8c9f9cbccb9	Detection			ThinONL1	Ellipse	3291.5	255.5
ThinONL1.png	399e76b0-3015-4fb7-ba5c-3a8c9c697efb	Detection			ThinONL1	Ellipse	3020.5	255.5
ThinONL1.png	828c82ea-603b-4d7a-9675-e5f063d4d7bb	Detection			ThinONL1	Ellipse	2992.5	255.5
ThinONL1.png	8828d9ed-5bb7-4cc3-b88f-cb746f45c5c1	Detection			ThinONL1	Ellipse	2731.5	255.5
ThinONL1.png	703a8eda-4f29-4218-bb07-c5e156795cbf	Detection			ThinONL1	Ellipse	2607.5	255.5
ThinONL1.png	b8d62d22-c642-4839-8d86-a871e973b107	Detection			ThinONL1	Ellipse	2145.5	255.5
ThinONL1.png	62dffec2-5fbb-4046-b51f-e68b3bb04acc	Detection			ThinONL1	Ellipse	3628.5	254.5
ThinONL1.png	a3879a56-664a-4e67-942f-2c2544337da0	Detection			ThinONL1	Ellipse	2792.5	254.5
ThinONL1.png	1e1793fe-ecc4-46ce-b494-097f0c5beb68	Detection			ThinONL1	Ellipse	2764.5	254.5
ThinONL1.png	fa82089f-28b9-4acd-82da-10aca26f676c	Detection			ThinONL1	Ellipse	2708.5	254.5
ThinONL1.png	ebd1c2b3-e91f-4d34-86ca-dce9ed4b4f11	Detection			ThinONL1	Ellipse	2644.5	254.5
ThinONL1.png	df4e529a-db52-44e1-8007-4127bd4ec88e	Detection			ThinONL1	Ellipse	2383.5	254.5
ThinONL1.png	b361ce7c-3dd2-4e26-9f69-1304954e4172	Detection			ThinONL1	Ellipse	2192.5	254.5
ThinONL1.png	127fcfcc-edb6-4223-a262-f93b6b7d4a5e	Detection			ThinONL1	Ellipse	3038.5	253.5
ThinONL1.png	e56eed8f-d0a1-45ca-9053-e03095f23e42	Detection			ThinONL1	Ellipse	2721.5	253.5
ThinONL1.png	eaea2587-0ca3-4b9a-8c3d-1c6a43e5375c	Detection			ThinONL1	Ellipse	2688.5	253.5
ThinONL1.png	f548ed3b-63dd-4637-905a-6ac0582eb5d5	Detection			ThinONL1	Ellipse	2511.5	253.5
ThinONL1.png	570c1a39-3238-48b0-8b0c-85f84e9019ee	Detection			ThinONL1	Ellipse	2897.5	252.5
ThinONL1.png	a83fd5b3-fa14-4aa2-951e-8a2a8034895e	Detection			ThinONL1	Ellipse	2881.5	252.5
ThinONL1.png	2d5f1330-ede7-451e-bf97-a2de6336830e	Detection			ThinONL1	Ellipse	2749.5	252.5
ThinONL1.png	f3c85091-9304-4db4-9483-c9e9225ce31b	Detection			ThinONL1	Ellipse	2482.5	252.5
ThinONL1.png	343fab7f-497e-4d31-910c-7044a5b78645	Detection			ThinONL1	Ellipse	2461.5	252.5
ThinONL1.png	2e7e9b22-d52d-45aa-8502-9546592eb526	Detection			ThinONL1	Ellipse	2174.5	252.5
ThinONL1.png	a216084b-a5d9-46c8-a5d7-d1e2b23ad838	Detection			ThinONL1	Ellipse	2246.5	251.5
ThinONL1.png	4e4d166c-babf-426f-85f7-82a13596f080	Detection			ThinONL1	Ellipse	2158.5	251.5
ThinONL1.png	1c617279-34ef-4f34-a46e-cf15266a2f1a	Detection			ThinONL1	Ellipse	3159.5	250.5
ThinONL1.png	4ee89a0a-4f17-40f5-aeb4-1ff250aa05de	Detection			ThinONL1	Ellipse	2981.5	250.5
ThinONL1.png	8064c3f9-14a6-4e16-894b-bba61e9720d6	Detection			ThinONL1	Ellipse	2921.5	250.5
ThinONL1.png	53398bdc-7e72-4aca-8500-36767411c61f	Detection			ThinONL1	Ellipse	2840.5	250.5
ThinONL1.png	a298446e-5f7d-4c15-88cc-874a93afe7f0	Detection			ThinONL1	Ellipse	2560.5	250.5
ThinONL1.png	3f776e18-0b6f-4563-a804-6cea32082db0	Detection			ThinONL1	Ellipse	2220.5	250.5
ThinONL1.png	cbc3dfea-8345-4c10-9604-27a980649634	Detection			ThinONL1	Ellipse	3096.5	249.5
ThinONL1.png	68cc989b-7d20-4e98-93d9-a47ff53acf68	Detection			ThinONL1	Ellipse	2813.5	249.5
ThinONL1.png	a20b52e1-60df-4859-875b-b379d30fcc91	Detection			ThinONL1	Ellipse	2437.5	249.5
ThinONL1.png	48f7a116-dfac-446e-abd6-c0aa9c90478f	Detection			ThinONL1	Ellipse	2303.5	249.5
ThinONL1.png	ce45e83c-f8eb-488a-b5b0-d8d4def5d1ce	Detection			ThinONL1	Ellipse	2292.5	249.5
ThinONL1.png	de3cdc2f-20c1-4ed0-b6ac-817c89a489b9	Detection			ThinONL1	Ellipse	3311.5	248.5
ThinONL1.png	d5279eef-61e8-4f8d-92c4-9d24d025b789	Detection			ThinONL1	Ellipse	3078.5	248.5
ThinONL1.png	3ea0c6a6-9516-4daf-afa2-e2e41756af96	Detection			ThinONL1	Ellipse	2530.5	248.5
ThinONL1.png	7f386d0e-8405-4558-96c4-bfc5ea0cdba6	Detection			ThinONL1	Ellipse	2261.5	248.5
ThinONL1.png	dbf9bb85-e8fe-41fb-9638-ded8f884644d	Detection			ThinONL1	Ellipse	3555.5	247.5
ThinONL1.png	fd0e5bce-1549-43ad-ab46-51278a19ab67	Detection			ThinONL1	Ellipse	2573.5	246.5
ThinONL1.png	f13d1c49-b95b-4819-8220-b1826befb12b	Detection			ThinONL1	Ellipse	2547.5	246.5
ThinONL1.png	6df60b91-6ac2-447a-972e-55a1910d0819	Detection			ThinONL1	Ellipse	2012.5	246.5
ThinONL1.png	8e8fa887-b405-4763-87e6-dfc292dfd4ca	Detection			ThinONL1	Ellipse	2856.5	245.5
ThinONL1.png	aa6345a7-b2c3-4b1e-b9ad-c18483de3535	Detection			ThinONL1	Ellipse	2044.5	245.5
ThinONL1.png	3a86b4f5-fd2a-47a0-8e90-a361532d0864	Detection			ThinONL1	Ellipse	2318.5	244.5
ThinONL1.png	f58321cd-c491-432b-b61e-3cdda74d7499	Detection			ThinONL1	Ellipse	3539.5	243.5
ThinONL1.png	ba95f423-a911-4d27-9523-374468354ea1	Detection			ThinONL1	Ellipse	2990.5	243.5
ThinONL1.png	f66c6012-4717-4c43-a562-d92a47128fef	Detection			ThinONL1	Ellipse	2347.5	243.5
ThinONL1.png	1528a4fb-95a0-4b71-950c-481f8b5adfb5	Detection			ThinONL1	Ellipse	2096.5	243.5
ThinONL1.png	79b30f1e-9dde-4c7c-9ac2-d7cc5b0ce038	Detection			ThinONL1	Ellipse	3486.5	242.5
ThinONL1.png	621c59cf-aaf1-4d43-a486-06b1c5915062	Detection			ThinONL1	Ellipse	3331.5	242.5
ThinONL1.png	85172ae6-a633-40cc-b554-660b7393319c	Detection			ThinONL1	Ellipse	2215.5	242.5
ThinONL1.png	6bdf6af6-d8aa-4d0a-99ef-34012fae9007	Detection			ThinONL1	Ellipse	2064.5	242.5
ThinONL1.png	c6755c60-49d1-4339-aa35-18edb17951a2	Detection			ThinONL1	Ellipse	2029.5	242.5
ThinONL1.png	2be412de-0d7a-4674-80bd-57aedfd38e3c	Detection			ThinONL1	Ellipse	2337.5	241.5
ThinONL1.png	3c7b5e28-6936-4544-98fa-996acbfaeb72	Detection			ThinONL1	Ellipse	2111.5	241.5
ThinONL1.png	4fb227ff-5a71-4cf6-9dc4-01fbbd1a3f09	Detection			ThinONL1	Ellipse	2958.5	240.5
ThinONL1.png	0a448e23-f823-4223-be8e-a18dcb9f1d96	Detection			ThinONL1	Ellipse	1999.5	240.5
ThinONL1.png	378216a8-da28-4c69-9a38-b64f56dacc74	Detection			ThinONL1	Ellipse	1969.5	240.5
ThinONL1.png	6e02f8c5-b13f-4cc4-ac1d-f1f0d5f4d27c	Detection			ThinONL1	Ellipse	2316.5	238.5
ThinONL1.png	9e28c842-b5ad-4b85-86b1-20390decd5c0	Detection			ThinONL1	Ellipse	2284.5	238.5
ThinONL1.png	77860df1-8d1c-46c7-9d59-c866b420023b	Detection			ThinONL1	Ellipse	2132.5	238.5
ThinONL1.png	9186ea4d-3ad0-40a3-a5a2-ef93101c2a5d	Detection			ThinONL1	Ellipse	1981.5	238.5
ThinONL1.png	182f4f47-d8a6-452c-8972-2dae04505c45	Detection			ThinONL1	Ellipse	2205.5	237.5
ThinONL1.png	22d722c4-825f-4bde-bafd-9e9784bb032e	Detection			ThinONL1	Ellipse	2182.5	237.5
ThinONL1.png	95e4bd91-2b23-4558-b955-e59400d18ab2	Detection			ThinONL1	Ellipse	2150.5	236.5
ThinONL1.png	f2cdde81-a0a6-44ac-9fab-557b2fc971e5	Detection			ThinONL1	Ellipse	2643.5	235.5
ThinONL1.png	5effa215-2aa4-464a-a97c-c053c55da5af	Detection			ThinONL1	Ellipse	2165.5	234.5
ThinONL1.png	1fd704d0-cb40-4fdf-afdf-666bd49f69d4	Detection			ThinONL1	Ellipse	2274.5	232.5
ThinONL1.png	ac625891-3846-4823-aeb3-bbdcbf5c6940	Detection			ThinONL1	Ellipse	1954.5	232.5
ThinONL1.png	6bb6057a-1a1c-402e-a50d-46a9a9f48e77	Detection			ThinONL1	Ellipse	3539.5	231.5
ThinONL1.png	114c81b9-9f1e-4b40-bfaa-ec01db12ed4f	Detection			ThinONL1	Ellipse	2258.5	231.5
ThinONL1.png	3a7b2bd6-86f1-4ae3-ae1f-768c30daaa42	Detection			ThinONL1	Ellipse	2175.5	230.5
ThinONL1.png	864b7552-2445-4ba4-8230-22d9c84dc433	Detection			ThinONL1	Ellipse	2063.5	228.5
ThinONL1.png	c30c1012-c117-4e38-a596-d7728f99b3be	Detection			ThinONL1	Ellipse	1968.5	228.5
ThinONL1.png	775d5191-88a0-4fd7-a84b-94b4d866cb7b	Detection			ThinONL1	Ellipse	2127.5	227.5
ThinONL1.png	0def9ac1-2509-4699-915c-f44c076dadcf	Detection			ThinONL1	Ellipse	2075.5	227.5
ThinONL1.png	2f28f784-a44c-43db-bbc6-24bfea78aa28	Detection			ThinONL1	Ellipse	2010.5	227.5
ThinONL1.png	ecc8d7f0-eda1-492e-b61a-7946ee874c90	Detection			ThinONL1	Ellipse	1930.5	226.5
ThinONL1.png	a2d117ff-aae6-4b59-81d9-b81b6b5096ee	Detection			ThinONL1	Ellipse	1904.5	226.5
ThinONL1.png	9f666136-5be0-43b4-9571-b72eec137a6f	Detection			ThinONL1	Ellipse	2641.5	225.5
ThinONL1.png	92522987-349e-4184-9c3e-a868534bc4f1	Detection			ThinONL1	Ellipse	1920.5	225.5
ThinONL1.png	82b6affb-9540-4449-ae76-7da5fc15b296	Detection			ThinONL1	Ellipse	2114.5	224.5
ThinONL1.png	86226f13-7ffb-4aec-97dc-fbef2ffa0407	Detection			ThinONL1	Ellipse	1890.5	224.5
ThinONL1.png	ebd84051-b2b5-40ee-8a03-45978a37b966	Detection			ThinONL1	Ellipse	2079.5	221.5
ThinONL1.png	a1e63a81-b020-400c-95f1-dabcd2404ac9	Detection			ThinONL1	Ellipse	2049.5	221.5
ThinONL1.png	54df7170-72a1-45e1-aa91-06b81c61fe06	Detection			ThinONL1	Ellipse	1827.5	221.5
ThinONL1.png	f2ff3d7f-2c7c-4de0-b8fc-53c3d77c10c1	Detection			ThinONL1	Ellipse	2095.5	220.5
ThinONL1.png	16024425-032b-49d7-98e6-09f8a526b81c	Detection			ThinONL1	Ellipse	2024.5	218.5
ThinONL1.png	82232145-9728-4c8a-a310-86bbc3936989	Detection			ThinONL1	Ellipse	1998.5	218.5
ThinONL1.png	7987ae60-580c-431b-8058-ddc57f5e2eea	Detection			ThinONL1	Ellipse	3542.5	217.5
ThinONL1.png	6122b580-0050-4455-b541-755bc8a9450e	Detection			ThinONL1	Ellipse	1867.5	216.5
ThinONL1.png	02574890-f37f-4694-a970-8492fe2c6ca1	Detection			ThinONL1	Ellipse	1840.5	216.5
ThinONL1.png	8b49ebe6-8df6-4850-89cc-f51324293b04	Detection			ThinONL1	Ellipse	1944.5	215.5
ThinONL1.png	e4113ba8-b5d9-4fbb-b217-1fbef2bf6f2b	Detection			ThinONL1	Ellipse	1906.5	211.5
ThinONL1.png	4aa85bc0-547d-4ce0-b90e-aa10d0d1decd	Detection			ThinONL1	Ellipse	1902.5	209.5
ThinONL1.png	f60b3d53-c197-460d-9793-1144d0c78fc5	Detection			ThinONL1	Ellipse	1918.5	207.5
ThinONL1.png	feaba31f-989f-4fba-94f3-5bb39ecc81ac	Detection			ThinONL1	Ellipse	1860.5	202.5
ThinONL1.png	95bd80cb-97bc-49a7-a009-4c95db9f3610	Detection			ThinONL1	Ellipse	1827.5	198.5
ThinONL1.png	dfc0916b-cb6d-4b02-9afe-9fa3265eb8e1	Detection			ThinONL1	Ellipse	1951.5	189.5
